step_id,type,title,description,playbook
423,ACTION,Use Microsoft Exchange On-Premises Mitigation Tool,Use Microsoft Exchange On-Premises Mitigation Tool to mitigate CVE-2021-26858.,CISA_aa22-279a_playbook-aa22-279a.json
424,ACTION,Check Vulnerable Technologies for CVE-2021-26858,Check the list of vulnerable technologies and versions for CVE-2021-26858.,CISA_aa22-279a_playbook-aa22-279a.json
425,ACTION,Update Microsoft Exchange to Latest Version,Update Microsoft Exchange Server to the latest version to mitigate CVE-2021-27065.,CISA_aa22-279a_playbook-aa22-279a.json
426,ACTION,Use Microsoft Exchange On-Premises Mitigation Tool,Use Microsoft Exchange On-Premises Mitigation Tool to mitigate CVE-2021-27065.,CISA_aa22-279a_playbook-aa22-279a.json
427,ACTION,Check Vulnerable Technologies for CVE-2021-27065,Check the list of vulnerable technologies and versions for CVE-2021-27065.,CISA_aa22-279a_playbook-aa22-279a.json
428,ACTION,Apply Update for Apache HTTP Server,Apply update or patch to mitigate CVE-2021-41773 in Apache HTTP Server.,CISA_aa22-279a_playbook-aa22-279a.json
429,ACTION,Use Commercial Scanners for CVE-2021-41773,Use commercially available scanners to detect CVE-2021-41773.,CISA_aa22-279a_playbook-aa22-279a.json
430,ACTION,Check Vulnerable Technologies for CVE-2021-41773,Check the list of vulnerable technologies and versions for CVE-2021-41773.,CISA_aa22-279a_playbook-aa22-279a.json
431,ACTION,Install Updates,"Install updates for operating systems, software, and firmware as soon as they are released. Prioritize patching VPN servers, remote access software, virtual machine software, and known exploited vulnerabilities.",CISA_aa22-294a_playbook-aa22-294a.json
432,ACTION,Implement Phishing-Resistant MFA,"Require phishing-resistant MFA for as many services as possible, particularly for webmail, VPNs, accounts that access critical systems, and privileged accounts that manage backups.",CISA_aa22-294a_playbook-aa22-294a.json
433,ACTION,Secure and Monitor RDP,"If using Remote Desktop Protocol (RDP), secure and monitor it. Limit access to resources over internal networks, especially by restricting RDP and using virtual desktop infrastructure.",CISA_aa22-294a_playbook-aa22-294a.json
434,ACTION,Configure Devices and Disable Unused Ports,"Ensure devices are properly configured and that security features are enabled. Disable ports and protocols that are not being used for business purposes (e.g., RDP Transmission Control Protocol Port 3389).",CISA_aa22-294a_playbook-aa22-294a.json
435,ACTION,Implement Network Segmentation,Implement and enforce multi-layer network segmentation with the most critical communications and data resting on the most secure and reliable layer.,CISA_aa22-294a_playbook-aa22-294a.json
436,ACTION,Limit Internal Network Access,"Limit access to resources over internal networks, especially by restricting RDP and using virtual desktop infrastructure.",CISA_aa22-294a_playbook-aa22-294a.json
437,ACTION,Monitor Remote Access Logs,"Monitor remote access/RDP logs, enforce account lockouts after a specified number of attempts to block brute force campaigns, log RDP login attempts, and disable unused remote access/RDP ports.",CISA_aa22-294a_playbook-aa22-294a.json
438,ACTION,Secure Network Device Management Interfaces,"Turn off SSH and other network device management interfaces such as Telnet, Winbox, and HTTP for wide area networks (WANs) and secure with strong passwords and encryption when enabled.",CISA_aa22-294a_playbook-aa22-294a.json
439,ACTION,Deploy Public Key Infrastructure,"Limit access to data by deploying public key infrastructure and digital certificates to authenticate connections with the network, IoT medical devices, and the electronic health record system.",CISA_aa22-294a_playbook-aa22-294a.json
440,ACTION,Use Standard User Accounts,"Use standard user accounts on internal systems instead of administrative accounts, which allow for overarching administrative system privileges and do not ensure least privilege.",CISA_aa22-294a_playbook-aa22-294a.json
441,ACTION,Secure PII/PHI,Secure PII/PHI at collection points and encrypt the data at rest and in transit by using technologies such as Transport Layer Security (TLS).,CISA_aa22-294a_playbook-aa22-294a.json
442,ACTION,Protect Stored Data,"Protect stored data by masking the permanent account number (PAN) when it is displayed and rendering it unreadable when it is stored—through cryptography, for example.",CISA_aa22-294a_playbook-aa22-294a.json
443,ACTION,Implement HIPAA Security Measures,"Secure the collection, storage, and processing practices for PII and PHI, per regulations such as the Health Insurance Portability and Accountability Act of 1996 (HIPAA).",CISA_aa22-294a_playbook-aa22-294a.json
444,ACTION,Monitor IoT Devices,Use monitoring tools to observe whether IoT devices are behaving erratically due to a compromise.,CISA_aa22-294a_playbook-aa22-294a.json
445,ACTION,Review Internal Policies,"Create and regularly review internal policies that regulate the collection, storage, access, and monitoring of PII/PHI.",CISA_aa22-294a_playbook-aa22-294a.json
446,ACTION,Implement Recovery Plan,"Maintain and retain multiple copies of sensitive or proprietary data and servers in a physically separate, segmented, and secure location (i.e., hard drive, storage device, the cloud).",CISA_aa22-335a_playbook-aa22-335a.json
447,ACTION,Enforce NIST Password Standards,Require all accounts with password logins to comply with NIST standards for developing and managing password policies. Use longer passwords consisting of at least 8 characters and no more than 64 characters in length. Store passwords in hashed format using industry-recognized password managers. Add password user 'salts' to shared login credentials. Avoid reusing passwords. Implement multiple failed login attempt account lockouts. Disable password 'hints.' Refrain from requiring password changes more frequently than once per year.,CISA_aa22-335a_playbook-aa22-335a.json
448,ACTION,Require Administrator Credentials for Software Installation,Require administrator credentials to install software.,CISA_aa22-335a_playbook-aa22-335a.json
449,ACTION,Implement Multifactor Authentication,"Require multifactor authentication for all services to the extent possible, particularly for webmail, virtual private networks, and accounts that access critical systems.",CISA_aa22-335a_playbook-aa22-335a.json
450,ACTION,Keep Systems Updated,"Keep all operating systems, software, and firmware up to date. Prioritize patching SonicWall firewall vulnerabilities and known exploited vulnerabilities in internet-facing systems.",CISA_aa22-335a_playbook-aa22-335a.json
451,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows between subnetworks and restricting adversary lateral movement.,CISA_aa22-335a_playbook-aa22-335a.json
452,ACTION,Implement Network Monitoring Tools,"Identify, detect, and investigate abnormal activity and potential traversal of ransomware with a network monitoring tool. Implement a tool that logs and reports all network traffic, including lateral movement activity.",CISA_aa22-335a_playbook-aa22-335a.json
453,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",CISA_aa22-335a_playbook-aa22-335a.json
454,ACTION,Review and Audit Accounts,"Review domain controllers, servers, workstations, and active directories for new and/or unrecognized accounts. Audit user accounts with administrative privileges and configure access controls according to the principle of least privilege.",CISA_aa22-335a_playbook-aa22-335a.json
455,ACTION,Disable Unused Ports,Disable unused ports to reduce potential attack vectors.,CISA_aa22-335a_playbook-aa22-335a.json
456,ACTION,Add Email Banners and Disable Hyperlinks,Consider adding an email banner to emails received from outside your organization. Disable hyperlinks in received emails.,CISA_aa22-335a_playbook-aa22-335a.json
457,ACTION,Implement Time-Based Access for Admin Accounts,Implement time-based access for accounts set at the admin level and higher using the Just-in-Time (JIT) access method.,CISA_aa22-335a_playbook-aa22-335a.json
458,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions to prevent privilege escalation and lateral movement.,CISA_aa22-335a_playbook-aa22-335a.json
459,ACTION,Maintain Offline Backups,"Maintain offline backups of data and regularly maintain backup and restoration. Ensure all backup data is encrypted, immutable, and covers the entire organization’s data infrastructure.",CISA_aa22-335a_playbook-aa22-335a.json
460,ACTION,Provide Regular User Training and Exercises,"Conduct regular training and exercises for users, focusing on phishing email awareness to prevent initial access intrusion events.",CISA_aa23-059a_playbook-aa23-059a.json
461,ACTION,Enforce Phishing-Resistant MFA,Implement phishing-resistant multi-factor authentication (MFA) to enhance security against unauthorized access.,CISA_aa23-059a_playbook-aa23-059a.json
462,ACTION,Place Domain Admin Accounts in Protected Users Group,"Prevent caching of password hashes locally by placing domain admin accounts in the protected users group, enforcing Kerberos AES authentication.",CISA_aa23-059a_playbook-aa23-059a.json
463,ACTION,Implement Credential Guard for Windows 10 and Server 2016,Enable Credential Guard to protect against credential theft. Refer to Microsoft documentation for managing Windows Defender Credential Guard.,CISA_aa23-059a_playbook-aa23-059a.json
464,ACTION,Enable Protected Process Light for LSA on Windows Server 2012R2,Enable Protected Process Light for Local Security Authority (LSA) to enhance security on Windows Server 2012R2.,CISA_aa23-059a_playbook-aa23-059a.json
465,ACTION,Refrain from Storing Plaintext Credentials in Scripts,Avoid storing plaintext credentials in scripts to prevent unauthorized access and privilege escalation.,CISA_aa23-059a_playbook-aa23-059a.json
466,ACTION,Upgrade to Windows Server 2019 or Greater and Windows 10 or Greater,Upgrade to Windows Server 2019 or greater and Windows 10 or greater to benefit from enhanced security features.,CISA_aa23-059a_playbook-aa23-059a.json
467,ACTION,Implement Zero Trust Network Architecture,"Prioritize implementing a Zero Trust network architecture that leverages secure cloud services, modern identity management, and centralized cybersecurity data access.",CISA_aa23-059a_playbook-aa23-059a.json
468,ACTION,Engage Executive Leadership on Security Risks,Encourage IT leadership to discuss with executive leadership the business risks of not implementing critical security controls such as MFA.,CISA_aa23-059a_playbook-aa23-059a.json
469,ACTION,Implement a Recovery Plan,"Maintain and retain multiple copies of sensitive or proprietary data and servers in a physically separate, segmented, and secure location.",CISA_aa23-061a_playbook-aa23-061a.json
470,ACTION,Enforce NIST Password Standards,Require all accounts with password logins to comply with NIST standards for developing and managing password policies.,CISA_aa23-061a_playbook-aa23-061a.json
471,ACTION,Require Administrator Credentials for Software Installation,Ensure that administrator credentials are required to install software.,CISA_aa23-061a_playbook-aa23-061a.json
472,ACTION,Keep Systems Updated,"Keep all operating systems, software, and firmware up to date. Prioritize patching known exploited vulnerabilities in internet-facing systems.",CISA_aa23-061a_playbook-aa23-061a.json
